source,doi,arxiv_id,posted_date,title,abstract
Research Square,10.21203/rs.3.rs-19344/v1,NA,2020-03-25,Viral and host factors related to the clinic outcome of the SARS-CoV-2 infection,"<title>Abstract</title>
        <p>
            At least three months have been passed since the outbreak of the severe acute respiratory disease, COVID-19 in Wuhan city, China in December 2019, caused by the infection of a novel coronavirus, SARS-CoV-2.<sup>1,2</sup>. Due to its rapid spread throughout China and abroad, knowledge sharing for both its epidemiology and clinic manifestations is urgently need. Here we analyzed the clinical, molecular and immunological data from 326 confirmed cases of SARS-CoV-2 infection in Shanghai. Genomic sequences assembled from 112 quality samples together with uploaded sequences in Global Initiative on Sharing All Influenza Data (GISAID) showed a stable evolution and suggested two major lineages with differential exposure history during the earliest outbreak in Wuhan. Nevertheless, they exhibited similar virulence and clinical outcomes. Lymphocytopenia, especially the reduced CD4+ and CD8+ T cell counts upon admission, was predictive of disease progression. High level of IL-6 and IL-8 during treatment was observed in severe and critical patients and correlated with decreased lymphocyte count. The determinants of disease severity seemed to stem mostly from host factors such age, lymphocytopenia and its associated cytokine storm whereas viral genetic variation did not significantly affect the outcomes. This comprehensive analysis on the molecular, immunological and clinical data provides a panorama of the key determinants related to the disease outcomes which should be helpful for improving the current combat against this extremely aggressive pandemic.
Authors Xiaonan Zhang, Yun Tan, Yun Ling, Gang Lu, Feng Liu, and Zhigang Yi contributed equally to this work.
        </p>"
Research Square,10.21203/rs.3.rs-17806/v1,NA,2020-03-20,Withanone from Withania somnifera May Inhibit Novel Coronavirus (COVID-19) Entry by Disrupting Interactions between Viral S-Protein Receptor Binding Domain and Host ACE2 Receptor,"<title>Abstract</title>
        <p>
            Background Newly emerged COVID-19 has been shown to engage the host cell ACE2 through its spike protein receptor binding domain (RBD). Here we show that natural phytochemical from a medicinal herb, Withania somnifera, have distinct effects on viral RBD and host ACE2 receptor complex. Methods We employed molecular docking to screen thousands of phytochemicals against the ACE2-RBD complex, performed molecular dynamics (MD) simulation, and estimated the electrostatic component of binding free energy, along with the computation of salt bridge electrostatics. Results We report that W. somnifera compound, Withanone, docked very well in the binding interface of AEC2-RBD complex, and was found to move slightly towards the interface centre on simulation. Withanone significantly decreased electrostatic component of binding free energies of ACE2-RBD complex. Two salt bridges were also identified at the interface; incorporation of Withanone destabilized these salt bridges and decreased their occupancies. We postulate, such an interruption of electrostatic interactions between the RBD and ACE2 would block or weaken COVID-19 entry and its subsequent infectivity. Conclusion Our data, for the first time, show that natural phytochemicals could well be the viable options for controlling COVID-19 entry into host cells, and W. somnifera may be the first choice of herbs in these directions to curb the COVID-19 infectivity.
        </p>"
SAGE,10.31124/advance.12037377.v1,NA,2020-03-26,Marine Transportation and COVID-19,"<jats:p>This article provides a curated list of resources regarding COVID-19 - Coronavirus and the marine transportation system which includes ocean shipping, harbor operations, seaports, ferry systems, cruise ships, offshore industries, barge operations, and inland waterway system. &lt;br&gt;</jats:p>"
SAGE,10.31124/advance.11992911,NA,2020-03-20,Protecting older adults of Sri Lanka amid COVID-19,"<jats:p>Older adults are at a higher risk of dying from COVID-19 and the risk is much higher in low and middle-income countries. Lloyd-Sherlock, P. et al raise four concerns that needs to be considered when developing public health and clinical responses to COVID-19 to protect older adults in LMICs and this paper applies these concerns to the context of Sri Lanka and provides simple and immediate measures to proactively prevent the spread of COVID-19 among older adults in Sri Lanka. These measures include but does not limit to: 1) considering the difficulties health care system may face in the case of a COVID-19 surge and taking immediate preventative measures to limit the spread of COVID-19 in the country; 2) implementing measures in LTCs to prevent the spread among LTC residents and staff; 3) proactively including older adults especially those who are dependent and from remote areas in government responses; and 4) taking into considerations family dynamics unique to Sri Lanka and providing supportive measures to reduce exposure through government and other available resources. Sri Lanka being a LMIC and therefore more vulnerable, must take immediate actions to minimize the impacts COVID-19 could potentially have on the country, while there is still time.</jats:p>"
SAGE,10.31124/advance.12014676.v1,NA,2020-03-20,Transportation in the Face of Communicable Disease,<jats:p>&lt;div&gt;Support for transportation planning and systems during the Coronavirus outbreak.&lt;br&gt;&lt;/div&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;</jats:p>
ScienceOpen,10.14293/s1111.000/000004.v1,NA,2020-02-11,ClinicalReportsonEarlyDiagnosisofNovelCoronavirus （2019-nCoV）PneumoniainStealthInfectedPatients,"<ns7:p>An outbreak of novel coronavirus(2019-nCoV) that began in Wuhan, China, is rapidly spreading to all over China, and gradually to multiple countries. Regarding to put the epidemic prevention and spread under the control, early identification and diagnosis play a critical role. Patients with initially no or mild symptoms of Novel Coronavirus Pneumonia (2019-nCoV), namely stealth infection, often lack of typical clinical evidence to establish the diagnosis. Based on the clinical analysis of 4 cases in stealth infection, the results of this study highlight that early diagnosis requires a combination of epidemiological history, clinical manifestations, early chest CT examination, and 2019-nCoV RNA test (nucleic acid test), with particular emphasis on definite epidemiological history and early chest CT findings when positivenucleicacidtestslagbehind.</ns7:p>"
ScienceOpen,10.14293/s2199-1006.1.sor-.pphbjeo.v1,NA,2020-03-28,Formulations for COVID-19 Early Stage Treatment via Silver Nanoparticles Inhalation Delivery at Home and Hospital,"<ns7:p>Objectives : For suppressing both viral and bacterial respiratory infections, we investigate the possibility of obtaining real effective minimal inhibitory concentration (MIC) of silver nanoparticles in various respiratory system target locations. Applications include (i) control local outbreaks of COVID-19 via early stage home treatment, and (ii) lower the risk of ventilator associated pneumonia (VAP) in hospital ICU. Our prime objective is to propose a first line intervention measure with the potential to suppress proliferation of the viral infection across the respiratory system, thereby giving more time for proper immune system response and lowering the risk for aggravation and spread of the infection. We further discuss the available credible evidence for human safety consideration, by inhalation delivery, for facilitating immediate clinical trials. In addition, we discuss possible manufacturing and commercial availability of the method elements for near term wide public usage. Method : Based on previously published experimental data, on the antiviral effectiveness of colloidal silver, we propose a model method and computation for achieving antiviral MIC of silver particles in various respiratory system locations, by: (a) analysing the nanoparticle size dependent required concentration. (b) computing the required aerosol delivery characteristics. In order to compute the require delivery dosage, we take into account deposition fraction losses and also inhalation time fraction of the normal breathing cycle. We evaluate independent targeting of: (i) the trachea-bronchial tree (mucus volume of about 1cc), and (ii) the alveoli (total mucus volume of about 10cc). Results : The dosage is highly sensitive to the silver nanoparticle size, with 3nm - 7nm being the optimal size. Effective antibacterial MIC 10 μg/ml is estimated, but for more certainty 25 μg/ml is a reasonable target concentration to achieve in the mucus fluid of the respiratory system. In particular, using colloidal silver of 5nm particles, delivering inhalation of standard 5μ diameter droplets aerosol (e.g., using off-the-shelf ultrasonic mesh nebulizers), we assert that sufficient MIC can be achieved with: (i) depositing a total of just 0.25cc of a 100ppm (μg/ml) source concentration in the bronchial tree, and (ii) depositing a total of 1cc of a 250ppm (μg/ml) source concentration in the lungs alveoli. Yet, after accounting for deposition losses and due to the fact that active inhalation time is just about 1/3 of the breathing cycle, we find that that practical effective MIC can be achieved by these aerosolising dosages: (a) for the upper airways and bronchial tree use 2cc of a 100 μg/ml colloidal silver source, while (b) for lungs alveoli delivery use 6cc of a 200 μg/ml colloidal silver source. This would be reduced by a factor 3 if a breath actuated ultrasonic nebulizer is used. Conclusions : We conclude that effective MIC is achievable, both in the bronchial tree and in the alveoli (though the specific aerosol prescription may differ). Since respiratory infections start most commonly in the upper airways, it would be best to use the presented method early on as a first line treatment to suppress the progression of the infection. The required formulations are presently not available on the market but are easy to mass produce OTC in principle. Using off-the-shelf ultrasonic nebulizers and providable OTC colloidal silver formulations, we posit that our suggested method can be used precautionarily at home by anyone feeling the early signs of a potential infection. In addition, due to the anti-bacterial properties of colloidal silver, our method can serve in hospital intensive care units (ICU) as a new standard of care prophylactic treatment for ventilator acquired pneumonia (VAP).</ns7:p>"
ScienceOpen,10.14293/s2199-1006.1.sor-.ppmh5lh.v1,NA,2020-03-24,"In The Matter Of The Virus That Causes Corona Virus Disease (COVID-19), SARS-COV-2: A Case Predicted By The Theory Of Chaos","<ns7:p>The current Corona Virus Disease (COVID-19) pandemic that is caused by the virus termed SARS-COV-2, started from an apparently innocuous isolated incident in an unknown place and time. However, in a very short time, the matter of COVID-19 has become a world-wide pandemic, affecting the well-being of billions of individuals, causing hundreds of thousands of severe illnesses, thousands of death (still counting and projected to increase dramatically), unnecessary strains on the world's economy (perhaps triggering another world economic recession if not an economic depression like the ones we have never seen), and most importantly needless fear and distrust in the ability of the leadership to deal with it. The matter of COVID-19 and SARS-COV-2 is a case that was predictable pursuant to the ""Theory of Chaos"". It is submitted that because the leadership of United States National Institutes of Health, the National Institutes of Allergy and Infectious Diseases and the Centers for Disease Control and Prevention are guilty of dereliction of duties, they must voluntarily resign from their positions that they have occupied for far too long, and that it is high time that the United States Government drastically rethink its policy of the management of this country's biomedical research enterprise that each year pours over 50 billion dollars (all Agencies included) of the people's hard earned tax dollars into a black hole of scientific data that are not only useless but cannot be reproduced by other Scientific Researchers and by the ""Scientific Researchers"" who generated the ""scientific data"" in the first place. It is also submitted that had the leadership of United States National Institutes of Health, the National Institutes of Allergy and Infectious Diseases and the Centers for Disease Control and Prevention read and studied the ""Theory of Chaos"" and the ""Art of War"", America would not be in the situation it is currently facing.</ns7:p>"
SocArXiv (OSF),10.31235/osf.io/ea9jm,NA,2020-03-25,Communication on COVID-19 to community – measures to prevent a second wave of epidemic,"<p>The manuscript highlights available data on gap in public awareness about recent clinical and scientific facts about COVID-19, insufficient community knowledge about symptoms and preventive measures during COVID-19 and previous MERS-CoV epidemic, and lack of monitoring the community perception and adherence to preventive measures. We also summarize literature evidence about reluctance to change social behavior and disregard recommendations for social distancing among persons who percept to having low risk of infection or complications, and briefly describe destructive psychological response and misleading communications.Our analysis could be translated into important policy changes in two directions:(1)to communicate recent scientific discoveries about COVID-19 pathophysiology to better prepare public opinion to longer period of extraordinary measures;(2)to implement sociological feedback on knowledge, attitudes and practices among general public and some vulnerable social groups.</p>"
SocArXiv (OSF),10.31235/osf.io/t9n6q,NA,2020-03-18,CORONAVIRUS AND AIRBNB – Disrupting the Disruptor,"<p>Has coronavirus disrupted the disruptor? We argue that this is indeed the case, and that this disruption will affect the growth of Airbnb on the long term. The first premise of our prediction is that coronavirus is representative of any kind of major shock that has the potential to affect the tourism industry. The second premise is that the consequences of this super-shock are asymmetric. Different types of hosts will face different types of challenges as a consequence of the sudden and unexpected drop in demand. Investors who are in the business of short term rental to make commercial profits will find themselves in a situation where they still have expenses, but no more income. Some of these investors will re-assess the risk of short-term rental and never return to Airbnb. As a consequence, the supply of Airbnb properties will limit Airbnb growth in future.</p>"
SocArXiv (OSF),10.31235/osf.io/2ryt3,NA,2020-03-02,Coronavirus As Impetus For a Lasting Change in Research Culture,"<p>The coronavirus outbreak has provoked a dramatic change in research culture. Such changes embody the essence of the scientific enterprise and should be fostered going forward, inorder to solve other pressing global problems.</p>"
SocArXiv (OSF),10.31235/osf.io/4mn8u,NA,2020-03-20,Global food systems in the post-coronavirus era,"<p>Coronavirus is currently dealing a concussive blow to global food systems, but this crisis could also present a rare opportunity to uncover and address longstanding social and environmental problems. The purpose of this paper is to shed additional light on this rapidly developing situation by (i) outlining the vulnerabilities and inequities in the global food system that have been exposed by the coronavirus, (ii) identifying the emergent sociotechnical shifts that have occurred in the initial stages of the post-coronavirus era, and then (iii) interpreting these vulnerabilities, inequities, and shifts from the standpoint of two key theories in environmental sociology: the treadmill of production and ecological modernization.</p>"
SocArXiv (OSF),10.31235/osf.io/uf3zn,NA,2020-03-29,Impact of rumors or misinformation on coronavirus disease (COVID-19) in social media,"<p>The COVID-19 pandemic has not only caused significant challenges for health system all over the globe but also fueled the surge of numerous rumors, hoaxes and misinformation, regarding etiology, outcomes, prevention, and cure of the disease. This misinformation are masking healthy behaviors and promoting erroneous practices that increase the spread of the virus and ultimately result in poor physical and mental health outcomes among individuals. Myriad incidents of mishaps caused by these rumors was reported across the world. To address this issue the frontline healthcare providers should be equipped with the most recent research findings and accurate information. The mass media, health care organization, community-based organizations, and other important stakeholders should build strategic partnerships and launch common platforms in disseminating authentic public health messages. Advanced technologies like natural language processing or data mining approaches should be applied in detection and removal online content with no scientific basis from all social media platforms. Those involved with the spread of such rumors should be brought to justice. Telemedicine based care should be established at a large scale to prevent depletion of limited resources.</p>"
SocArXiv (OSF),10.31235/osf.io/bgpk3,NA,2020-03-29,Initial Effects of the Coronavirus Pandemic on Racial Prejudice in the United States: Evidence from Google Trends,"<p>In the United States, widespread hostility towards Asian-Americans has unfortunately seemed to define a large component of Americans' response to the Coronavirus pandemic. Utilizing Google Trends data, I examine how sentiment towards minority racial groups has been affected by the Coronavirus pandemic. I find strong evidence that Coronavirus had caused an increase in anti-Chinese sentiment, but surprisingly I find that it has caused an even greater increase in anti-Hispanic sentiment. I discuss why this may be and also present evidence that Coronavirus has resulted in discrimination towards Chinese and Mexican restaurants.</p>"
SocArXiv (OSF),10.31235/osf.io/3uqn5,NA,2020-03-28,"Monitoramento do Coronavírus (Covid-19) nos municípios do Rio Grande do Sul, Brasil","<p>Este material é um produto do projeto de pesquisa Sistema de Informação Geográfica (SIG) do Litoral Norte registrado na Pró-Reitoria de Pesquisa da Universidade Federal do Rio Grande do Sul (https://www.ufrgs.br/sig/mapas/covid19-rs/). Serão apresentados alguns dados sobre o contágio de coronavírus (Covid-19) nos municípios gaúchos. Preparamos tabelas, gráficos e muitos mapas baseados nos dados da Secretaria de Saúde do Rio Grande do Sul atualizados para os municípios gaúchos até o dia 26/03/2020. O painel de dados que apresentamos baseado em ArcGis Online pode ser visualizado em telefones (https://bit.ly/covid19_movel) e computador (https://bit.ly/covid19_desktop). Nossa intenção é contribuir com o fornecimento de dados atualizados para a população, combater a desinformação e a subnotificação de casos de Coronavírus (Covid-19).</p>"
SocArXiv (OSF),10.31235/osf.io/8yk62,NA,2020-03-24,Open Scholarship as a mechanism for the United Nations Sustainable Development Goals,"<p>Traditional methods of scholarly publishing and communication are ineffective in meeting the United Nations Sustainable Development Goals (SDGs). The SARS-CoV-2 pandemic has demonstrated that, in times of need, the global research community can activate and pool its knowledge and resources to collaborate on solving problems. The use of innovative Web-based technologies, including open source software, data-sharing archives, open collaboration methods, and the liberation of thousands of relevant research articles from proprietary sources show us that the fundamental components of a fully open system are readily available, technologically efficient and cost-effective. If we are to achieve the SDGs by 2030, systematic reform and explicit adoption of open scholarship strategies at scale is necessary. We propose that the United Nations and parallel entities take a position of leadership by creating or funding an organisation or federated alliance of organisations to implement these reforms.</p>"
SocArXiv (OSF),10.31235/osf.io/cfw8x,NA,2020-03-18,"Policy response, social media and science journalism for the sustainability of the public health system amid COVID-19 outbreak: The Vietnam lessons","<p>With the geographic proximity and high volume of trade with China, Vietnam was expected to have a high risk of the new Coronavirus (COVID-19) outbreak. However, to date [mid-March 2020], in comparison to attempts to containing the disease around the world, responses from Vietnam are seen as prompt and effective in protecting the interests of its citizens. This study analyzes the situation in terms of Vietnam’s policy response, social media, and science journalism. It contributes valuable lessons for other nations in the concurrent fight against the COVID-19 pandemic via fostering genuine cooperation between government, civil society, and private individuals.</p>"
SocArXiv (OSF),10.31235/osf.io/zus5h,NA,2020-03-24,the Butterfly Effect: Coronavirus may Redefine the Global Currency Landscape,"<p>In Trump’s political viewpoint, all problems within the U.S. were caused by external problems, such as the rise of China, and thus Trump has rejected globalism and took on the policy of ‘America First’. Trump’s policy inevitably leads to the decoupling between the U.S. and China, and the recent coronavirus outbreak may catalyze the decoupling process. In short term, the U.S. fiscal and monetary rescue plans may expose the national debt and deficit problems, hurting foreign countries’ confidence of the U.S. ability to pay its obligations. In long term, the U.S. has limited ability to stimulate economy without hurting the U.S. dollar’s supremacy; whereas China has a greater ability to coordinate fiscal and monetary policies to stimulate economy. May the decoupling continues, the U.S.-China capital war becomes inevitable and it may redefine the global currency landscape.</p>"
SocArXiv (OSF),10.31235/osf.io/jqwyr,NA,2020-03-26,What Role Does Collaboration have in Responding to COVID-19?,"<p>This paper provides some estimates of early scientific mobilization regarding COVIDー19, as represented in PubMed, through Mar 18. We find that things look similarly coordinated--as you would hope and might expect in an emerging crisis--to our previous analysis of early HIV research.</p>"
WHO,10.2471/blt.20.254565,NA,2020-03-12,A Bayesian estimate of the underreporting rate for COVID-19 based on the experience of the Diamond Princess cruise ship,NA
WHO,10.2471/blt.20.253914,NA,2020-02-28,A familial cluster of COVID-19 indicating virus can be transmitted by asymptomatic carriers,NA
WHO,10.2471/blt.20.254045,NA,2020-03-02,A simple model to assess Wuhan lock-down effect and region efforts during COVID-19 epidemic in China Mainland,NA
WHO,10.2471/blt.20.255844,NA,2020-03-20,Active quarantine measures are the primary means to reduce the fatality rate of COVID-19,NA
WHO,10.2471/blt.20.255695,NA,2020-03-19,CoronaTracker: World-wide COVID-19 Outbreak Data Analysis and Prediction,NA
WHO,10.2471/blt.20.256065,NA,2020-03-25,COVID-19 outbreak in Algeria: A mathematical Model to predict cumulative cases,NA
WHO,10.2471/blt.20.253807,NA,2020-02-27,Effectiveness of control strategies for Coronavirus Disease 2019: a SEIR dynamic modeling study,NA
WHO,10.2471/blt.20.225158,NA,2020-03-16,Epidemic situation and forecasting of COVID-19 in and outside China,NA
WHO,10.2471/blt.20.255489,NA,2020-03-18,Evidence of accessing antenatal care information via social media platforms supports mental wellbeing in COVID-19 epidemic,NA
WHO,10.2471/blt.20.255943,NA,2020-03-21,Identification of novel compounds against three targets of SARS CoV-2 coronavirus by combined virtual screening and supervised machine learning,NA
WHO,10.2471/blt.20.255679,NA,2020-03-18,Impact of travel restrictions on importation of novel coronavirus infection: An effective distance approach,NA
WHO,10.2471/blt.20.253153,NA,2020-02-18,"The novel coronavirus disease (COVID-19) outbreak trends in mainland China: a joinpoint regression analysis of the outbreak data from January 10 to February 11, 2020",NA
WHO,10.2471/blt.20.253591,NA,2020-02-24,Variant analysis of COVID-19 genomes,NA
WHO,10.2471/blt.20.255471,NA,2020-03-18,"Working condition and health status of 6,317 front line public health workers during the COVID-19 epidemic across 5 provinces in China: a cross-sectional study",NA
WHO,10.2471/blt.20.255893,NA,2020-03-20,Workplace safety and coronavirus disease (COVID-19) pandemic: survey of employees,NA
arXiv,NA,2001.10530v2,2020-01-28,"Preliminary prediction of the basic reproduction number of the Wuhan
  novel coronavirus 2019-nCoV","  Objectives.--To estimate the basic reproduction number of the Wuhan novel
coronavirus (2019-nCoV). Methods.--Based on the
susceptible-exposed-infected-removed (SEIR) compartment model and the
assumption that the infectious cases with symptoms occurred before January 25,
2020 are resulted from free propagation without intervention, we estimate the
basic reproduction number of 2019-nCoV according to the reported confirmed
cases and suspected cases, as well as the theoretical estimated number of
infected cases by other research teams, together with some epidemiological
determinants learned from the severe acute respiratory syndrome. Results The
basic reproduction number falls between 2.8 to 3.3 by using the real-time
reports on the number of 2019-nCoV infected cases from People's Daily in China,
and falls between 3.2 and 3.9 on the basis of the predicted number of infected
cases from colleagues. Conclusions.--The early transmission ability of
2019-nCoV is closed to or slightly higher than SARS. It is a controllable
disease with moderate-high transmissibility. Timely and effective control
measures are needed to suppress the further transmissions. Notes Added.--Using
a newly reported epidemiological determinants for early 2019-nCoV, the
estimated basic reproduction number is in the range [2.2,3.0].
"
arXiv,NA,2001.11021v1,2020-01-29,"Infodemiological Study Using Google Trends on Coronavirus Epidemic in
  Wuhan, China","  The recent emergence of a new coronavirus (2019-nCoV) has gained a high cover
in public media and worldwide news. This caused a viral pneumonia in thousands
of people in Wuhan, a central city of China. This short communication gives a
brief introduction on how the demand for information on this new epidemic is
reported through Google Trends. Author draw conclusions on current
infodemiological data on 2019-nCov using three main search queries:
coronavirus, SARS and MERS. Two approaches are set. First is worldwide
perspective, second is Chinese perspective. Chinese perspective reveals that in
China, this disease in the beginning days was more often referred to SARS then
to general coronaviruses, whereas worldwide, since the beginning is more often
referred to coronaviruses.
"
arXiv,NA,2002.00426v1,2020-02-02,"A Simple Prediction Model for the Development Trend of 2019-nCov
  Epidemics Based on Medical Observations","  In order to predict the development trend of the 2019 coronavirus
(2019-nCov), we established an prediction model to predict the number of
diagnoses case in China except Hubei Province. From January 25 to January 29,
2020, we optimized 6 prediction models, 5 of them based on the number of
medical observations to predicts the peak time of confirmed diagnosis will
appear on the period of morning of January 29 from 24:00 to February 2 before 5
o'clock 24:00. Then we tracked the data from 24 o'clock on January 29 to 24
o'clock on January 31, and found that the predicted value of the data on the
3rd has a small deviation from the actual value, and the actual value has
always remained within the range predicted by the comprehensive prediction
model 6. Therefore we discloses this finding and will continue to track whether
this pattern can be maintained for longer. We believe that the changes medical
observation case number may help to judge the trend of the epidemic situation
in advance.
"
arXiv,NA,2002.02590v1,2020-02-07,"A Time Delay Dynamic System with External Source for the Local Outbreak
  of 2019-nCoV","  How to model the 2019 CoronaVirus (2019-nCov) spread in China is one of the
most urgent and interesting problems in applied mathematics. In this paper, we
propose a novel time delay dynamic system with external source to describe the
trend of local outbreak for the 2019-nCoV. The external source is introduced in
the newly proposed dynamic system, which can be considered as the suspected
people travel to different areas. The numerical simulations exhibit the dynamic
system with the external source is more reliable than the one without it, and
the rate of isolation is extremely important for controlling the increase of
cumulative confirmed people of 2019-nCoV. Based on our numerical simulation
results with the public data, we suggest that the local government should have
some more strict measures to maintain the rate of isolation. Otherwise the
local cumulative confirmed people of 2019-nCoV might be out of control.
"
arXiv,NA,2002.03828v1,2020-02-07,"A Robust Stochastic Method of Estimating the Transmission Potential of
  2019-nCoV","  The recent outbreak of a novel coronavirus (2019-nCoV) has quickly evolved
into a global health crisis. The transmission potential of 2019-nCoV has been
modelled and studied in several recent research works. The key factors such as
the basic reproductive number, $R_{0}$, of the virus have been identified by
fitting contagious disease spreading models to aggregated data. The data
include the reported cases both within China and in closely connected cities
over the world. In this paper, we study the transmission potential of 2019-nCoV
from the perspective of the robustness of the statistical estimation, in light
of varying data quality and timeliness in the initial stage of the outbreak.
Sample consensus algorithm has been adopted to improve model fitting when
outliers are present. The robust estimation enables us to identify two clusters
of transmission models, both are of substantial concern, one with
$R_0:8\sim14$, comparable to that of measles and the other dictates a large
initial infected group.
"
arXiv,NA,2002.03173v1,2020-02-08,"Protein structure and sequence re-analysis of 2019-nCoV genome does not
  indicate snakes as its intermediate host or the unique similarity between its
  spike protein insertions and HIV-1","  As the infection of 2019-nCoV coronavirus is quickly developing into a global
pneumonia epidemic, careful analysis of its transmission and cellular
mechanisms is sorely needed. In this report, we re-analyzed the computational
approaches and findings presented in two recent manuscripts by Ji et al.
(https://doi.org/10.1002/jmv.25682) and by Pradhan et al.
(https://doi.org/10.1101/2020.01.30.927871), which concluded that snakes are
the intermediate hosts of 2019-nCoV and that the 2019-nCoV spike protein
insertions shared a unique similarity to HIV-1. Results from our
re-implementation of the analyses, built on larger-scale datasets using
state-of-the-art bioinformatics methods and databases, do not support the
conclusions proposed by these manuscripts. Based on our analyses and existing
data of coronaviruses, we concluded that the intermediate hosts of 2019-nCoV
are more likely to be mammals and birds than snakes, and that the ""novel
insertions"" observed in the spike protein are naturally evolved from bat
coronaviruses.
"
arXiv,NA,2002.03268v1,2020-02-09,"The Novel Coronavirus, 2019-nCoV, is Highly Contagious and More
  Infectious Than Initially Estimated","  The novel coronavirus (2019-nCoV) is a recently emerged human pathogen that
has spread widely since January 2020. Initially, the basic reproductive number,
R0, was estimated to be 2.2 to 2.7. Here we provide a new estimate of this
quantity. We collected extensive individual case reports and estimated key
epidemiology parameters, including the incubation period. Integrating these
estimates and high-resolution real-time human travel and infection data with
mathematical models, we estimated that the number of infected individuals
during early epidemic double every 2.4 days, and the R0 value is likely to be
between 4.7 and 6.6. We further show that quarantine and contact tracing of
symptomatic individuals alone may not be effective and early, strong control
measures are needed to stop transmission of the virus.
"
arXiv,NA,2002.03638v2,2020-02-10,Quadratic growth during the 2019 novel coronavirus epidemic,"  The number of infections and the number of fatalities in the 2019 novel
coronavirus epidemics follows a remarkably regular trend. Since the end of
January, the ratio of fatalities per infection is about 2% and remarkably
stable. The increase appears to be roughly exponential, but with an e-folding
time that gradually increases from just two days at the end of January to about
ten days by February 9. Here we show that, since January 20, the number of
fatalities and infections increases quadratically and not exponentially, as
widely believed. At present, no departure from this behavior can be seen,
allowing tentative predictions to be made for the next 1-2 months. Contrary to
the usual exponential growth, a quadratic growth is the result of control
interventions. It can be explained by spreading on the periphery of a bulk
structure, which can be geometrical or sociological nature.
"
arXiv,NA,2002.03821v1,2020-02-10,First attempts to model the dynamics of the Coronavirus outbreak 2020,"  Since the end of 2019 an outbreak of a new strain of coronavirus, called
2019--nCoV, is reported from China and later other parts of the world. Since
January 21, WHO reports daily data on confirmed cases and deaths from both
China and other countries. In this work we present some discrete and continuous
models to discribe the disease dynamics in China and estimate the needed
epidemiological parameters. Good agreement with the current dynamics has be
found for both a discrete transmission model and a slightly modified SIR-model.
"
arXiv,NA,2002.04739v1,2020-02-12,"Forecast of the evolution of the contagious disease caused by novel
  coronavirus (2019-nCoV) in China","  The outbreak of novel coronavirus (2019-nCoV) in China has caused a viral
epidemic affecting tens of thousands of persons. Though the danger of this
epidemic is evident, the statistical analysis of data offered in this paper
indicates that the increase in new cases in China will stabilize in the coming
days or weeks. Our forecast could serve to evaluate risks and control the
evolution of this disease.
"
arXiv,NA,2002.05534v1,2020-02-12,"Abnormal respiratory patterns classifier may contribute to large-scale
  screening of people infected with COVID-19 in an accurate and unobtrusive
  manner","  Research significance: During the epidemic prevention and control period, our
study can be helpful in prognosis, diagnosis and screening for the patients
infected with COVID-19 (the novel coronavirus) based on breathing
characteristics. According to the latest clinical research, the respiratory
pattern of COVID-19 is different from the respiratory patterns of flu and the
common cold. One significant symptom that occurs in the COVID-19 is Tachypnea.
People infected with COVID-19 have more rapid respiration. Our study can be
utilized to distinguish various respiratory patterns and our device can be
preliminarily put to practical use. Demo videos of this method working in
situations of one subject and two subjects can be downloaded online. Research
details: Accurate detection of the unexpected abnormal respiratory pattern of
people in a remote and unobtrusive manner has great significance. In this work,
we innovatively capitalize on depth camera and deep learning to achieve this
goal. The challenges in this task are twofold: the amount of real-world data is
not enough for training to get the deep model; and the intra-class variation of
different types of respiratory patterns is large and the outer-class variation
is small. In this paper, considering the characteristics of actual respiratory
signals, a novel and efficient Respiratory Simulation Model (RSM) is first
proposed to fill the gap between the large amount of training data and scarce
real-world data. Subsequently, we first apply a GRU neural network with
bidirectional and attentional mechanisms (BI-AT-GRU) to classify 6 clinically
significant respiratory patterns (Eupnea, Tachypnea, Bradypnea, Biots,
Cheyne-Stokes and Central-Apnea). The proposed deep model and the modeling
ideas have the great potential to be extended to large scale applications such
as public places, sleep scenario, and office environment.
"
arXiv,NA,2002.04945v2,2020-02-12,Predictions of 2019-nCoV Transmission Ending via Comprehensive Methods,"  Since the SARS outbreak in 2003, a lot of predictive epidemiological models
have been proposed. At the end of 2019, a novel coronavirus, termed as
2019-nCoV, has broken out and is propagating in China and the world. Here we
propose a multi-model ordinary differential equation set neural network
(MMODEs-NN) and model-free methods to predict the interprovincial transmissions
in mainland China, especially those from Hubei Province. Compared with the
previously proposed epidemiological models, the proposed network can simulate
the transportations with the ODEs activation method, while the model-free
methods based on the sigmoid function, Gaussian function, and Poisson
distribution are linear and fast to generate reasonable predictions. According
to the numerical experiments and the realities, the special policies for
controlling the disease are successful in some provinces, and the transmission
of the epidemic, whose outbreak time is close to the beginning of China Spring
Festival travel rush, is more likely to decelerate before February 18 and to
end before April 2020. The proposed mathematical and artificial intelligence
methods can give consistent and reasonable predictions of the 2019-nCoV ending.
We anticipate our work to be a starting point for comprehensive prediction
researches of the 2019-nCoV.
"
