source,doi,posted_date,title,abstract
ResearchGate,10.13140/rg.2.2.21687.47524,2020-03-27,"The Five Common Failures to Control COVID-19 Worldwide: The Poor National Leadership, Heterogeneous Domestic Social Behavior, Highly Globalized, Uncontrolled People Mobility, Limited Public Health Care",NA
ResearchGate,10.13140/rg.2.2.33631.41122,2020-04-02,The future of international relations post COVID -19 pandemic,NA
ResearchGate,10.13140/rg.2.2.15690.11201,2020-04-06,The future of the city after the Covid-19 epidemic,NA
ResearchGate,10.13140/rg.2.2.13481.54884,2020-04-11,The Global Threat of SARS-CoV-2/COVID-19 and the Need for More and Better Diagnostic Tools,NA
ResearchGate,10.13140/rg.2.2.26779.62241,2020-03-18,The Holy Week 2020 and the Beginning of COVID-19 Epidemics in Latin America,NA
ResearchGate,10.13140/rg.2.2.23764.96649,2020-03-20,The Impact of Cross-Cultural Differences in Handwashing Patterns on the COVID-19 Outbreak Magnitude,NA
ResearchGate,10.13140/rg.2.2.24852.04489,2020-04-07,The Inside Story of Coronavirus Pandemic,NA
ResearchGate,10.13140/rg.2.2.12676.27528,2020-03-19,The mathematical scientist at the COVID-19: model applies to art and design.,NA
ResearchGate,10.13140/rg.2.2.28901.35044/2,2020-02-27,The Monitoring of COVID-19 Infected Cases by Continent under the Application of MDNIDC- Mapping Simulator,NA
ResearchGate,10.13140/rg.2.2.12340.40327,2020-03-04,The Networks Infection Contagious Diseases Positioning System (NICDP-System): The Case of Wuhan-COVID-19,NA
ResearchGate,10.13140/rg.2.2.32668.03206,2020-03-30,the prophlaxis against coronavirus.,NA
ResearchGate,10.13140/rg.2.2.27608.65282,2020-03-31,"The reason of mortality rate and its distribution for pneumonia, induced by COVID-19 infection: the role of latent tuberculosis",NA
ResearchGate,10.13140/rg.2.2.35613.87526,2020-03-19,THE ROLE OF ICT IN CURTAILING THE GLOBAL SPREAD OF THE CORONAVIRUS DISEASE,NA
ResearchGate,10.13140/rg.2.2.32841.70245/1,2020-03-25,The Role of National Food Security in a Massive Pandemic: The Case of COVID-19,NA
ResearchGate,10.13140/rg.2.2.32291.20007/1,2020-03-29,The significance of observed anosmia in COVID-19,NA
ResearchGate,10.13140/rg.2.2.33051.41766/1,2020-03-29,The significance of observed loss of taste in COVID-19,NA
ResearchGate,10.13140/rg.2.2.28644.12162,2020-03-29,The specific gravity of Covid-19 spread in India and states survivability as on date which needs utmost attention,NA
ResearchGate,10.13140/rg.2.2.23689.60002,2020-03-28,The specific gravity of Covid19 spread as on date from 28th march 2020 that needs utmost attention for a country's or state survival,NA
ResearchGate,10.13140/rg.2.2.33923.45601,2020-02-08,The Systematic Integral Contention of Massive Epidemic Diseases Control Modeling (ΔΕ-Modeling): The Case of Wuhan Coronavirus,NA
ResearchGate,10.13140/rg.2.2.25794.94402,2020-02-29,The Uses of Drones in Case of Massive Epidemics Contagious Diseases Relief Humanitarian Aid: Wuhan-COVID-19 Crisis,NA
ResearchGate,10.13140/rg.2.2.19452.69767,2020-03-21,"THREE OPTIONS AGAINST SARS-CoV-2: PEDIATRIC SERA, MITHRIDATIZATION, DEWETTING ANTIBODIES",NA
ResearchGate,10.13140/rg.2.2.10344.83201/1,2020-03-19,Title ALE AS A TOOL TO CONTAIN EPIDEMICS THE COVID-19 EXPERIENCE,NA
ResearchGate,10.13140/rg.2.2.27794.61127,2020-04-11,Title: Scenario Analysis and Proposed Plan for Pakistani Universities -COVID -19: Application of Design Thinking Model,NA
ResearchGate,10.13140/rg.2.2.10617.62562,2020-04-08,Tocilizumab Tegen COVID-19-Complicaties [Meta-Analyse],NA
ResearchGate,10.13140/rg.2.2.12089.72809,2020-03-31,Tracing New Clinical Manifestations in Patients with COVID-19 in Chile and its Potential Relationship with the SARS-CoV-2 Divergence,NA
ResearchGate,10.13140/rg.2.2.15658.16329,2020-03-27,Transactions and risk of propagation of COVID-19: a model based on the velocity of money in Gabon,NA
ResearchGate,10.13140/rg.2.2.14517.83683,2020-03-24,Transactions et risque de propagation du COVID-19 : une modélisation à partir de la vitesse de circulation de la monnaie au Gabon (Transactions and risk of propagation of COVID-19: a model based on the speed of circulation of money in Gabon),NA
ResearchGate,10.13140/rg.2.2.35276.36482,2020-03-27,Translating transmissibility measures into recommendations for coronavirus prevention,NA
ResearchGate,10.13140/rg.2.2.30275.96806,2020-04-02,"Translation of ""Slavoj Zizek (COVID-19) __ Coronavirus is ‘Kill Bill’-esque blow to capitalism and could lead to reinvention of communism""*** اِسلاوُی ژیژِک، کووید-19 __ کرونا وایرس، کیل بیل وار به سرمایه داری ضربه می زند و می تواند به نوکمونیسم منجر شود",NA
ResearchGate,10.13140/rg.2.2.28283.67361,2020-04-02,"Translation of ""Slavoj Zizek (COVID-19) __ Global communism or the jungle law, coronavirus forces us to decide"" *** اِسلاوُی ژیژِک، کویید-19 __ کمونیسم جهانی یا قانون جنگل، ویروس کرونا ما را وادار به تصمیم گیری می کند",NA
ResearchGate,10.13140/rg.2.2.29961.39520,2020-04-02,"Translation of ""Slavoj Zizek (COVID-19) __ My Dream of Wuhan"" *** اِسلاوُی ژیژِک، کویید-19 __ رویایِ من، ووهان",NA
ResearchGate,10.13140/rg.2.2.29394.50888,2020-03-27,Treatment for Corona Virus COVID-19 diseased patients and other respiratory infections,NA
ResearchGate,10.13140/rg.2.2.24945.02406,2020-02-06,Treatment Strategies for Reducing Damages to Lungs In Patients with Coronavirus and Other Infections (first revised version),NA
ResearchGate,10.13140/rg.2.2.34883.14889/1,2020-04-02,Treatment with ACE-inhibitors is associated with less severe SARS-Covid-19 infection in a multi-site UK acute Hospital Trust,NA
ResearchGate,10.13140/rg.2.2.15299.76322,2020-01-28,TreatmentCoronaVirus,NA
ResearchGate,10.13140/rg.2.2.35784.26885,2020-03-23,Treatments of severe novel coronavirus pneumonia - Emergency management for dyspnea,NA
ResearchGate,10.13140/rg.2.2.28545.81760,2020-04-02,UBD STUDENT PERCEPTION OF ONLINE LEARNING DURING COVID-19 OUTBREAK,NA
ResearchGate,10.13140/rg.2.2.17054.08001,2020-03-20,Un modello per la stima dell'andamento del contagio da COVID-19 in Italia*,NA
ResearchGate,10.13140/rg.2.2.18538.47046,2020-03-31,Understanding COVID-19 spreading through simulation modeling and scenarios comparison: preliminary results.,NA
ResearchGate,10.13140/rg.2.2.13695.36003,2020-04-03,Understanding the global spread of COVID-19 with the help of maps,NA
ResearchGate,10.13140/rg.2.2.15172.37767,2020-04-10,Understanding the heterogeneity of adverse COVID-19 outcomes: the role of poor quality of air and lockdown decisions,NA
ResearchGate,10.13140/rg.2.2.31845.55528,2020-03-24,Universal use of face masks in COVID-19 pandemic: yes or no?,NA
ResearchGate,10.13140/rg.2.2.15227.26407,2020-03-15,URGENT REVISION OF PROPHYLACTIC MEASURES AGAINST COVID-19,NA
ResearchGate,10.13140/rg.2.2.11663.74404,2020-04-02,Use/non-use of masks by the community in the context of the COVID-19 Pandemic,NA
ResearchGate,10.13140/rg.2.2.23921.43363,2020-04-06,Using tomosynthesis for detection of pneumonia caused by COVID-19,NA
ResearchGate,10.13140/rg.2.2.19436.31360,2020-04-04,Uso comunitario de mascarilla de tela durante la pandemia de COVID-19,NA
ResearchGate,10.13140/rg.2.2.11070.64322,2020-03-25,Vademecum de prevenție și tratament a COVID-19 bazat pe date clinice și experiență,NA
ResearchGate,10.13140/rg.2.2.27991.21924,2020-04-09,Variance Estimates for an Unbiased Random Sample Strategy Based Fatality Rate for COVID-19,NA
ResearchGate,10.13140/rg.2.2.17231.43681,2020-02-15,Verification of coronavirus epidemic predictions for mainland China,NA
ResearchGate,10.13140/rg.2.2.12341.22245,2020-04-10,Versión Borrador DIAGNÓSTICO PRELIMINAR SOBRE LA PROPAGACIÓN TERRITORIAL DE LA PANDEMIA DEL COVID-19 EN BOLIVIA Y EL DEPARTAMENTO DE COCHABAMBA,NA
ResearchGate,10.13140/rg.2.2.26625.61288,2020-03-28,VETS civiles y militares Disparadores obvios y sutiles COVID19 (2020),NA
ResearchGate,10.13140/rg.2.2.21378.63682,2020-04-05,Vietnam’s response to COVID-19: Prompt and proactive actions,NA
ResearchGate,10.13140/rg.2.2.35010.94400,2020-03-19,"View: ""Scorched Earth"" strategy: The RAS as possible target for treating COVID-19 patients with a combination of three approved pharmaceutical agents",NA
ResearchGate,10.13140/rg.2.2.12063.51369,2020-03-30,What Are the Best Risk Levels for Your Nonprofit’s Investments In A COVID 19 Environment And After It Nonprofit Management,NA
ResearchGate,10.13140/rg.2.2.22597.60645/1,2020-04-06,What is the connection between rifampicin and coronaviruses?,NA
ResearchGate,10.13140/rg.2.2.27788.05766,2020-04-07,What makes slower spread of COVID-19 in India and Africa,NA
ResearchGate,10.13140/rg.2.2.20763.82729,2020-02-09,What will be the future effect of Wuhan Coronavirus?,NA
ResearchGate,10.13140/rg.2.2.30376.72963,2020-04-10,When the Divine destiny has Covid-19 written to the last detail with all painful endings and new beginnings as the times of testing the faith and becoming mindful of His Eternal powers,NA
ResearchGate,10.13140/rg.2.2.13498.75207,2020-04-02,Whole-Genome Sequence of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) obtained from a South African Coronavirus Disease 2019 (COVID-19) Patient on behalf of the SA-COVID-19 response team,NA
ResearchGate,10.13140/rg.2.2.36010.36809/1,2020-03-31,Why Italy and Iran? Why in some country COVID19 outbreak burst? https://www.agenpress.it/2020/03/27/per-una-comprensione-circa-il-modo-di-sviluppo-dellepidemia-in-italia-e-in-iran/,NA
ResearchGate,10.13140/rg.2.2.11942.27208/1,2020-03-19,Will Covid-19 be the end of the global citizen?,NA
ResearchGate,10.13140/rg.2.2.26297.93288,2020-03-31,Will the COVID-19 Pandemic Reshape our Society?,NA
ResearchGate,10.13140/rg.2.2.33520.00003,2020-03-28,Working report A novel Corona Virus Disease (COVID-19) in India: A descriptive analysis,NA
ResearchGate,10.13140/rg.2.2.17194.98241,2020-04-01,YOUNG AND TEEN WORKERS TO THE RESCUE IN THE FIGHT AGAINST COVID-19,NA
Zenodo,10.5281/zenodo.3744877,2020-04-08,A uniform assessment of an effect of medicinal plants using a combination of RNA-seq experiments and text mining of biomedical bibliographies,BACKGROUND<br> An efficiency if herbal medicine is possibly underestimated due to confusions in a choice between multiple approaches and terminologies. The availability of RNA seq experiments together with a volume if scientific publications related to medicinal plants makes it possible to develop a framework for a uniform assess of an expected effect of medicinal plants on a particular disease. <br> METHODS<br> Text mining of biomedical bibliographies was used to associate medicinal plants with a regulation of some genes in human genome. Publicly available RNA seq experiments were processed to determine changes in gene expression for some of human diseases. Grouping of genes and reduction of expression profiles within each group was used to bind changes in genes for a medicinal plant with an overall changes of expression in a state of a disease. RESULTS<br> The tables of an expected effect are provided for above 500 medicinal plants applied to the processed series of RNA-seq experiments. A model of coronavirus infection is presented as a case study for possible interpretation of the provided estimates.
Zenodo,10.5281/zenodo.3732292,2020-03-29,Adjoint-based Data Assimilation of an Epidemiology Model for the Covid-19 Pandemic in 2020,"Data assimilation is used to optimally fit a classical epidemiology model to the Johns Hopkins data of the Covid-19 pandemic. The optimisation is based on the confirmed cases and confirmed deaths. This is the only data available with reasonable accuracy. Infection and recovery rates can be infered from the model as well as the model parameters. The parameters can be linked with government actions or events like the end of the holiday season. Based on this numbers predictions for the future can be made and control targets specified. With other words: <strong>We look for a solution to a given model which fits the given<br> data in an optimal sense. Having that solution, we have all<br> parameters.</strong>"
Zenodo,10.5281/zenodo.3724834,2020-03-23,An estimate of total active cases of COVID-19 based on number of announced deaths in a given region,"Considering the exponential nature of the spread of COVID-19, the Infected Fatality Rate, and the mean time to death, it is possible to estimate a more realist number of total active cases – in contrast to the reported confirmed cases – based on the number of deaths announced in a given day in a region. In an example we have the number of active cases estimated in 1600 times the number of new deaths in that day. This can be useful to provide better resouce allocations."
Zenodo,10.5281/zenodo.3738145,2020-04-02,Application of state law in the public health emergency response to COVID-19: An example from Delaware,"This article discusses the evolution of the public health response to COVID-19 and how law has helped to guide this process at a state level. We focus on Delaware as the prototypical jurisdiction, and examine 1) early coordination between public health and health law prior to any confirmed cases in the state, 2) the evolution of a state’s legal response as the crisis became pandemic in scope, 3) how a state enacts and enforces isolation, quarantine, and shelter in place orders, and 4) the rights of the public during these unprecedented government actions. The application of state law in the time of public health emergencies has historic precedent and will continue to evolve as does COVID-19."
Zenodo,10.5281/zenodo.3745483,2020-04-08,Coronavirus age-dependent fatality: a cautionary evolutionary reason why children should be out of school,"In this paper, I would like to point out that the fatality age-structure of SARS-CoV-2 should not be assumed to be stationary and we should be open to the hypothesis that, given the conditions, it could eventually evolve to build higher virus load on younger people, making the world pandemic even more profound. I argue that withdrawing kids and younger people from schools and Universities and leaving them at home is the proper procedure to decrease the chance of such undesirable adaptive shift becomes a reality."
Zenodo,10.5281/zenodo.3734061,2020-03-31,"COVID-19, CORONAVIRUS PANDEMIC: aproximación bibliométrica y revisión de los resultados","Actualmente, la aparición de un nuevo coronavirus humano, SARS-CoV-2 o covid-19, se ha convertido en un problema de salud global que causa infecciones graves respiratorias y que por desgracia ha cambiado nuestra forma de ser. La carrera por ver quién es el primero que publica resultados positivos sobre el COVID-19 está llevando a las revistas a publicar resultados de mala calidad y de dudosa credibilidad. Se ha realizado un pequeño estudio sobre la investigación del COVID-19. Hemos realizado una búsqueda bibliográfica en la base de datos Pubmed (MEDLINE) para estudios indexados hasta el 18 de marzo de 2020 sobre COVID-19. Se ha realizado un análisis bibliométrico de la producción científica, con indicadores bibliométricos básicos y se seleccionado de forma independiente la literatura de los trabajos publicados con mayor ""Altmetric Attention Score"" (indicador obtenido en https://www.altmetric.com/) para evaluar la calidad de los estudios mediante la lectura de título, resumen y descriptor, para identificar los principales hallazgos asociados con la infección grave por COVID-19. El análisis de datos textuales de los resultados, se desarrolló mediante el método de las comparaciones constantes. <em>La Estrategia de búsqueda empleada:</em> [""SARS-CoV-2""[Title/Abstract] OR ""SARSCoV2""[Title/Abstract] OR ""2019-nCoV""[Title/Abstract] OR ""covid-19""[Title/Abstract] OR ""covid19""[Title/Abstract] OR ""Hcov-19""[Title/Abstract] OR ""novel coronavirus"" [Title/Abstract] OR ""Coronavirus Disease 2019"" OR ""new coronavirus""[Title/Abstract] OR (wuhan AND coronavirus)] Se han identificado 2057 estudios donde el 47% de las investigaciones (986) se han publicado en revistas de impacto, de las cuales el 64% de esas publicaciones en revistas de impacto corresponden a revistas del primer cuartil (636 registros), es decir, el 30% del total de las investigaciones están publicados en revistas de primer cuartil. Además, el 20% corresponden a publicaciones en revistas del primer decil (429) y el 13% corresponde a publicaciones en revistas TOP 3 (282). Hay que destacar que el 98% de las publicaciones ha recibido al menos una mención en redes sociales, lo que pone de manifiesto la importancia del tema. Los resultados de las investigaciones en las revistas New England Journal of Medicine, The Lancet, JAMA: Journal of the American Medical Association y Science han sido los más difundidos a través de las redes sociales. Como principales conclusiones destacamos que hasta la fecha existen multitud de publicaciones sobre el tema, muchas de ellas preprint. Hay incluso revisiones sistemáticas, pero recordemos, que una buena revisión sistemática requiere al menos de 61 semanas de preparación, aproximadamente debe contar con 5 personas para la revisión y además debe incluir en promedio, el 3% de los artículos seleccionados. Muchos de los trabajos identificados muestran una información errónea y prematura sobre el COVID-19, quizás porque los investigadores se sienten atraídos por el sensacionalismo en lugar de producir resultados validados que requieren tiempo. Destacar que del total de la producción científica identificada, apenas 14 estudios corresponden a trabajos españoles."
Zenodo,10.5281/zenodo.3738124,2020-04-02,COVID-19: can glutathione (GSH) help to reduce severe symptoms?,"Currently, the prevalent approach to decrease the number of deaths by SARS-CoV-2 is to contain the spread of the virus by reducing interpersonal contacts and, hence, the number of infected people. An alternative strategy could involve the understanding of the molecular mechanisms underlying the known risk factors (old age, sex, diabetes, hypertension, cardiovascular diseases, or cancer, former smokers, etc) and to correct them, when possible, as a prevention/treatment of the disease. The decrease of glutathione (GSH) is one of the biochemical alterations identified up to now as being linked to the risk factors. Here, we discuss how GSH can mitigate the inflammatory response of the host, specific for the SARS-CoV-2 and dependent on its binding to its receptor ACE2, and we also suggest how to increase GSH levels to prevent and subdue the disease."
Zenodo,10.5281/zenodo.3741383,2020-04-06,"Covid 19, 5G and Urban Legends","The internet has been abuzz with conspiracies and “causes” of the Covid 19 outbreak, from Deep State politics to Sino-American biowarfare. This article analyse the current hype that 5G caused amidst the Covid 19 pandemic. I concludes that much of the social media ranting against 5G technology and its link to Covid 19 is unfounded."
Zenodo,10.5281/zenodo.3739497,2020-04-03,CPR and COVID-19: Aerosol-spread during chest compressions,The following paper demonstrates how aerosol spread during CPR may be modified by different techniques. This is of utmost importance for medical providers during the COVID19 pandemic.
Zenodo,10.5281/zenodo.3731223,2020-03-27,First reported case of MRSA bacteremia in a patient with COVID-19,"Case of COVID-19 with positive blood culture for MRSA COVID-19 is caused by a novel beta coronavirus, now known as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Bacterial co-infection of influenza with Staphylococcus aureus is well known, but there are no reported cases for SARS-Cov-2. We present a case of COVID-19 who had positive blood culture for MRSA."
Zenodo,10.5281/zenodo.3747044,2020-04-10,"Focus on clinical outcomes of ""Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial""","A letter to the editor, with focus on clinical outcomes of “Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial”."
Zenodo,10.5281/zenodo.3738019,2020-04-02,Guidance and Best Practices for Nuclear Cardiology Laboratories during the Coronavirus Disease 2019 (COVID-19) Pandemic: An Information Statement from ASNC and SNMMI,This Information Statement is entitled <strong>Guidance and Best Practices for Nuclear Cardiology Laboratories during the Coronavirus Disease 2019 (COVID-19) Pandemic: An Information Statement from ASNC and SNMMI. </strong>
Zenodo,10.5281/zenodo.3669423,2020-02-17,Identifying patients from a large number of people by a small number of tests,"For many diseases, patients need to be screened to determine whether they are ill or not. An approach, termed “Merged Testing for Recursive Groups (MTRG)”, is proposed for screening patients from more people with less tests. It can be used for various diseases, and one of the direct application is the suppression of pandemic (e.g., coronavirus pneumonia). In this approach, people are divided into several groups, and each group has multiple people. For each group, the samples (e.g., respiratory secretions) of all the people are mixed to generate a merged sample. All the people can be excluded if the merged sample indicates no illness. If the merged sample indicates illness, the group will be divided into smaller groups, and then handled recursively in the same way. By doing so, negative groups are excluded gradually, and the group size becomes smaller and smaller. Finally, each group has only one person. This approach is especially suitable for the case when only small percentage of people are ill (e.g., infected)."
Zenodo,10.5281/zenodo.3748303,2020-04-11,"Immunological mechanisms explaining the role of IgE, mast cells, histamine, elevating ferritin, IL-6, D-dimer, VEGF levels in COVID-19 and dengue, potential treatments such as mast cell stabilizers, antihistamines, Vitamin C, hydroxychloroquine, ivermectin and azithromycin","A novel coronavirus, SARS-CoV-2 was identified in Wuhan, China. The disease caused by the virus can range in severity from asymptomatic to acute respiratory distress syndrome (ARDS) and death. Primary dengue infection results in IgE mediated sensitization against dengue virus (DENV) proteins. These IgE bind to receptors on mast cells. Upon subsequent exposure to the antigen recognized by the IgE, mast cell degranulation occurs releasing mediators such as histamine. Therefore secondary dengue infection results in urticaria, increased vascular permeability, hypotension, dengue hemorrhagic fever (DHF) and dengue shock syndrome (DSS). A case of “slow rolling anaphylaxis”. Since vaccines contain animal proteins derived from animals infected with any number of viral diseases, one could develop IgE mediated sensitization to numerous viral proteins including coronavirus proteins. Therefore, receipt of such vaccines acts like a dengue “primary infection”. It results in IgE mediated sensitization directed against coronavirus proteins. Once sensitized, a SARS-CoV-2 infection therefore now becomes the equivalent of a secondary dengue infection and similarly can have a severe course for the same reason - IgE mediated mast cell degranulation and the immune cascade that follows. There are many common observations between COVID-19 and dengue. Elevated levels of ferritin, interleukin-6 (IL-6)⁠, vascular endothelial growth factor (VEGF), D-dimer, coagulopathy, urticaria and ARDS are reported in both diseases. There are many indicators that mast cell degranulation and histamine release may have a major role in COVID-19 and dengue severity. Mast cell stabilizers, antihistamines, Vitamin C, HCQ, azithromycin, ivermectin may address different aspects of this cascade and thus reduce disease severity. Disease mechanisms and immunopathology must be understood. Focusing on anti-viral action of drugs alone could be counter productive. For example, CQ had no effect on viraemia but decreased cases of DHF."
Zenodo,10.5281/zenodo.3740144,2020-04-04,L-Carnitine can extinguish the COVID19 fire: A review on molecular aspects,This is a new analytic review on the molecular aspects of L-Carnitine potential effects on prophylaxis of COVID-19-induced morbidities.
Zenodo,10.5281/zenodo.3733457,2020-03-30,Mask Is a Double-edged Sword in the Fight Against COVID-19 Pandemic,"The COVID-19 pandemic has become out of control. To determine whether the lack of protection of lungs is a factor for the rapidly increasing infected population, we constructed a mask use model and analyzed how viral particles behavior. We found that mask can prevent viral particles from crossing it, reduce oxygen uptake efficiency, raise inlet air temperature, and increase resistance to breathing. We found that uninfected people should wear masks in any closed public building where viral particles from infected persons are expected to exist; that masks can dramatically aggravate disease severity on infected persons; that use of masks by infected persons is justified only if cross-infection and successive infections from external viral sources outweigh the expected harm; that people with unknown infection status should exercise due care. We further found at this point no fast measure can break the chain of infection, social distancing rule is insufficient, and wearing masks is the only effective remedy for interim protection. We found that World Health Organization’s rules on the use of masks are largely incorrect, and so are the rules of the Centers for Disease Control and Prevention in the U.S. We predicted that those rules have dramatically increased severe infection incidence rate, and have made COVID disease of infected persons much severer. We personally noted that a big percent of Americans still do not wear masks in closed public areas, and leave the most lethal transmission route open. If masks are not correctly used, the U.S. and many Western nations will sustain the worst damages in all aspects from human life and economic activities."
Zenodo,10.5281/zenodo.3738451,2020-04-02,Novel Coronavirus (SARS-CoV-2) and Airborne Microplastics,"Of current concern to global health is the emergence of a novel human coronavirus (SARS-CoV-2) causing severe respiratory tract infections in humans. Person to person and surface contact have been fingered as the major transmission route of SARS-CoV-2. The ability of virus to survive in the environment is a critical factor in viral transmission. Recent researches have shown that the virus can survive on surface of plastics up to 5 days under room temperature and in aerosol for up to 3 hours. Therefore this research opinion proposes that SARS-CoV-2 can be accommodated in formed viral biofilms on microplastics surfaces and can thus be deposited over longer distances (&gt; 100 km), than is currently being thought to be, since microplastics are airborne over long distances. This pathway should be studied by scientist as it may provide insight on why some region experienced the outbreak with no trace/history of visit or contact by an infected person. As there are currently no specific therapies for SARS-CoV-2, we therefore proposed that total lockdown (which have also reduced global anthropogenic activities) is perhaps in the best interest of mankind."
Zenodo,10.5281/zenodo.3711701,2020-03-16,Visual Properties of SARS-CoV-2 Sequences,"This is a selection of<em> Severe acute respiratory syndrome coronavirus 2 </em>(SARS-CoV-2) sequences converted into 2D images with some distinct visual properties, particularly those that are on the higher organization side. These images might help us to identify and interpret certain genetic properties of this particular virus, but at the same time they themselves are, in a way, glimpses of the world the way it is perceived (interpreted) by this minute observer."
